AENA
Image url: http://www.bolsamadrid.es/imagescomun/logosEmisoras/05046.gif
Image folder: AENA.gif
Fecha;Cierre;Referencia;Volumen;Efectivo;Último;Máximo;Mínimo;Medio
24/06/2019;177,3500;175,1000;187.741;33.203.306,45;177,3500;177,3500;175,6000;176,9269
25/06/2019;177,3000;177,3500;145.770;25.799.582,28;177,3000;177,5500;175,8500;177,0805
26/06/2019;172,6500;177,3000;312.290;54.074.377,88;172,6500;176,2000;171,2500;173,2418
27/06/2019;172,0500;172,6500;372.942;64.485.144,49;172,0500;173,7000;171,7500;172,2616
28/06/2019;174,3000;172,0500;182.196;31.748.236,15;174,3000;175,1500;172,3500;174,2532
01/07/2019;174,6000;174,3000;350.260;61.570.189,15;174,6000;176,5000;174,3000;175,0041
02/07/2019;176,2500;174,6000;185.151;32.673.982,97;176,2500;177,6500;175,7500;176,4489
03/07/2019;177,1500;176,2500;134.073;23.808.922,10;177,1500;179,3500;176,8500;177,5235
04/07/2019;177,5500;177,1500;240.062;42.584.849,85;177,5500;177,9500;177,0000;177,4903
05/07/2019;173,3500;177,5500;160.522;27.988.873,65;173,3500;178,0000;172,5000;173,9703
08/07/2019;173,5000;173,3500;140.033;24.328.027,35;173,5000;174,7000;173,1500;173,7307
09/07/2019;173,8000;173,5000;142.952;24.839.850,15;173,8000;174,8000;172,8000;173,7369
10/07/2019;173,1000;173,8000;143.663;24.866.236,73;173,1000;173,8500;172,3500;173,0666
11/07/2019;171,9500;173,1000;138.300;23.803.707,05;171,9500;174,2000;171,3500;172,2029
12/07/2019;173,2000;171,9500;162.422;28.123.446,00;173,2000;173,4500;171,9500;173,1086
15/07/2019;175,0000;173,2000;113.631;19.851.198,40;175,0000;175,3500;172,9500;174,6988
16/07/2019;175,5500;175,0000;145.263;25.468.150,52;175,5500;176,0500;174,2500;175,3087
17/07/2019;175,6000;175,5500;174.104;30.539.277,70;175,6000;176,3500;174,8000;175,5523
18/07/2019;174,1000;175,6000;199.333;34.663.129,66;174,1000;174,6500;172,8500;173,8934
19/07/2019;173,5000;174,1000;141.165;24.562.688,70;173,5000;175,5500;173,4000;173,9998
